index,grupo,instituicao,ano,titulo,url,nota,acesso,tipo_fonte,referencia_apa7,camadas_relacionadas,uso_no_projeto
151,Riscos e governança territorial,Defesa Civil de Mato Grosso do Sul,2026,Programa MonitorAção,https://www.defesacivil.ms.gov.br/programas-e-projetos/monitoracao/,Monitoramento participativo de condições climáticas e eventos extremos.,5 ago. 2026,Página institucional ou portal,"Defesa Civil de Mato Grosso do Sul. (2026). *Programa MonitorAção* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.defesacivil.ms.gov.br/programas-e-projetos/monitoracao",riscos_sazonalidade,Monitoramento participativo de condições climáticas e eventos extremos.
152,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2024,Trilhas de Longo Curso em Mato Grosso do Sul: Rota dos Pioneiros e Aviturismo nas regiões Vale das Águas e Cone Sul,https://www.turismo.ms.gov.br/trilhas-de-longo-curso-em-mato-grosso-do-sul-rota-dos-pioneiros-e-aviturismo-nas-regioes-vale-das-aguas-e-cone-sul/,Fonte institucional da Rota dos Pioneiros e municípios abrangidos.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2024). *Trilhas de Longo Curso em Mato Grosso do Sul: Rota dos Pioneiros e Aviturismo nas regiões Vale das Águas e Cone Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/trilhas-de-longo-curso-em-mato-grosso-do-sul-rota-dos-pioneiros-e-aviturismo-nas-regioes-vale-das-aguas-e-cone-sul",,Fonte institucional da Rota dos Pioneiros e municípios abrangidos.
153,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2025,Mato Grosso do Sul lança Rota do Cerrado e nova marca para o Aviturismo durante o Avistar Brasil 2025,https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-rota-do-cerrado-e-nova-marca-para-o-aviturismo-durante-o-avistar-brasil-2025/,Fonte institucional da Rota do Cerrado em Costa Rica e Alcinópolis.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2025). *Mato Grosso do Sul lança Rota do Cerrado e nova marca para o Aviturismo durante o Avistar Brasil 2025* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-rota-do-cerrado-e-nova-marca-para-o-aviturismo-durante-o-avistar-brasil-2025",,Fonte institucional da Rota do Cerrado em Costa Rica e Alcinópolis.
154,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2024,Rota de Aviturismo nas Unidades de Conservação da Mata Atlântica de Mato Grosso do Sul,https://www.turismo.ms.gov.br/confira-os-destaques-de-mato-grosso-do-sul-na-17a-avistar-brasil-2024/,Fonte institucional da rota de aviturismo da Mata Atlântica.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2024). *Rota de Aviturismo nas Unidades de Conservação da Mata Atlântica de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/confira-os-destaques-de-mato-grosso-do-sul-na-17a-avistar-brasil-2024",,Fonte institucional da rota de aviturismo da Mata Atlântica.
155,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2025,Rotas especializadas de aviturismo de Mato Grosso do Sul na Global Birdfair 2025,https://www.turismo.ms.gov.br/mato-grosso-do-sul-reforca-compromisso-com-o-turismo-de-observacao-de-aves-na-global-birdfair-2025/,"Identifica as rotas da Bioceânica, Mata Atlântica e Cerrado e produtos do Pantanal Sul e Serra da Bodoquena.",6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2025). *Rotas especializadas de aviturismo de Mato Grosso do Sul na Global Birdfair 2025* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/mato-grosso-do-sul-reforca-compromisso-com-o-turismo-de-observacao-de-aves-na-global-birdfair-2025",,"Identifica as rotas da Bioceânica, Mata Atlântica e Cerrado e produtos do Pantanal Sul e Serra da Bodoquena."
156,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2017,Rota Bioceânica potencializará o turismo em Mato Grosso do Sul,https://www.turismo.ms.gov.br/rota-bioceanica-potencializara-o-turismo-em-mato-grosso-do-sul/,Referência institucional para o corredor bioceânico e intercâmbios turísticos e culturais.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2017). *Rota Bioceânica potencializará o turismo em Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/rota-bioceanica-potencializara-o-turismo-em-mato-grosso-do-sul",,Referência institucional para o corredor bioceânico e intercâmbios turísticos e culturais.
157,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2016,I Seminário Regional do Folclore Monçoeiro na Rota Norte de Mato Grosso do Sul,https://www.turismo.ms.gov.br/regiao-turistica-rota-norte-recebe-i-seminario-regional-do-folclore-moncoeiro/,Referência para o estudo da Rota das Monções e do folclore monçoeiro.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2016). *I Seminário Regional do Folclore Monçoeiro na Rota Norte de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/regiao-turistica-rota-norte-recebe-i-seminario-regional-do-folclore-moncoeiro",,Referência para o estudo da Rota das Monções e do folclore monçoeiro.
158,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2016,Rota Pantanal-Bonito,https://www.turismo.ms.gov.br/rota-pantanal-bonito-recebeu-em-2015-mais-de-422-mil-turistas/,Referência do produto turístico integrado Pantanal-Bonito.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (2016). *Rota Pantanal-Bonito* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/rota-pantanal-bonito-recebeu-em-2015-mais-de-422-mil-turistas",,Referência do produto turístico integrado Pantanal-Bonito.
159,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,2026,Guia de Afroturismo e estratégia estadual para o segmento,https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-guia-de-afroturismo-e-apresenta-estrategia-para-fortalecer-o-segmento/,Referência complementar para rotas e experiências de afroturismo.,6 ago. 2026,Documento ou publicação institucional,Fundação de Turismo de Mato Grosso do Sul. (2026). *Guia de Afroturismo e estratégia estadual para o segmento* [Documento ou publicação institucional]. https://www.turismo.ms.gov.br/mato-grosso-do-sul-lanca-guia-de-afroturismo-e-apresenta-estrategia-para-fortalecer-o-segmento,,Referência complementar para rotas e experiências de afroturismo.
160,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,s.d.,Regiões turísticas de Mato Grosso do Sul,https://www.turismo.ms.gov.br/tourist-regions/,Base territorial e temática para hipóteses regionais.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (s.d.). *Regiões turísticas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/tourist-regions",,Base territorial e temática para hipóteses regionais.
161,Rotas institucionais e itinerários em estudo,Fundação de Turismo de Mato Grosso do Sul,s.d.,Artesanato das regiões turísticas de Mato Grosso do Sul,https://www.turismo.ms.gov.br/conheca-ms/artesanato/,Base documental da hipótese sobre artesanato e cerâmicas.,6 ago. 2026,Página institucional ou portal,"Fundação de Turismo de Mato Grosso do Sul. (s.d.). *Artesanato das regiões turísticas de Mato Grosso do Sul* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.turismo.ms.gov.br/conheca-ms/artesanato",,Base documental da hipótese sobre artesanato e cerâmicas.
162,Roteamento e acessibilidade,Project OSRM,2026,"OSRM HTTP API, serviço Route e objetos RouteLeg e RouteStep",https://github.com/Project-OSRM/osrm-backend/blob/master/docs/http.md,"Documentação primária utilizada para o cálculo sob demanda de geometrias, distâncias e durações. O servidor público é externo ao atlas.",6 ago. 2026,Página institucional ou portal,"Project OSRM. (2026). *OSRM HTTP API, serviço Route e objetos RouteLeg e RouteStep* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://github.com/Project-OSRM/osrm-backend/blob/master/docs/http.md",acessibilidade_rodoviaria_estimada_rotas_base_externa,"Documentação primária utilizada para o cálculo sob demanda de geometrias, distâncias e durações. O servidor público é externo ao atlas."
163,Áreas protegidas e espeleologia,Ministério do Meio Ambiente e Mudança do Clima,2026,CNUC 2026_03 — Unidades de Conservação com registro ativo,https://dados.mma.gov.br/dataset/44b6dc8a-dc82-4a84-8d95-1b0da7c85dac/resource/b1f7a269-a0b2-4a81-9ac5-108905e74a00,"Recurso oficial em Shapefile, março de 2026, licenciado como Creative Commons Atribuição.",6 ago. 2026,Página institucional ou portal,"Ministério do Meio Ambiente e Mudança do Clima. (2026). *CNUC 2026_03 — Unidades de Conservação com registro ativo* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.mma.gov.br/dataset/44b6dc8a-dc82-4a84-8d95-1b0da7c85dac/resource/b1f7a269-a0b2-4a81-9ac5-108905e74a00",unidades_conservacao,"Recurso oficial em Shapefile, março de 2026, licenciado como Creative Commons Atribuição."
164,Áreas protegidas e espeleologia,ICMBio — Centro Nacional de Pesquisa e Conservação de Cavernas,s.d.,Cadastro Nacional de Informações Espeleológicas — CANIE,https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie/,Base oficial de cavidades naturais. O cadastro não representa todo o universo de cavernas e não substitui validação de campo.,6 ago. 2026,Página institucional ou portal,"ICMBio — Centro Nacional de Pesquisa e Conservação de Cavernas. (s.d.). *Cadastro Nacional de Informações Espeleológicas — CANIE* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/icmbio/pt-br/assuntos/centros-de-pesquisa/cavernas/cadastro-nacional-de-informacoes-espeleologicas/canie",cavernas_canie,Base oficial de cavidades naturais. O cadastro não representa todo o universo de cavernas e não substitui validação de campo.
165,Patrimônio material,Instituto do Patrimônio Histórico e Artístico Nacional,2026,Planilha 2026_05_IPHAN_T.xlsx,https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados/2026_05_iphan_t.xlsx,Planilha oficial utilizada na captura e na importação manual.,6 ago. 2026,Conjunto de dados,Instituto do Patrimônio Histórico e Artístico Nacional. (2026). *Planilha 2026_05_IPHAN_T.xlsx* [Conjunto de dados]. https://www.gov.br/iphan/pt-br/patrimonio-cultural/patrimonio-material/bens-tombados/2026_05_iphan_t.xlsx,patrimonio_material_tombado,Planilha oficial utilizada na captura e na importação manual.
166,Patrimônio material,Portal de Dados da Cultura,s.d.,SICG — bens tombados pelo Iphan,https://dados.cultura.gov.br/dataset?organization=iphan&res_format=CSV,Referência complementar de dados abertos do IPHAN.,6 ago. 2026,Página institucional ou portal,"Portal de Dados da Cultura. (s.d.). *SICG — bens tombados pelo Iphan* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.cultura.gov.br/dataset?organization=iphan&res_format=CSV",,Referência complementar de dados abertos do IPHAN.
167,Museus e memória,Instituto Brasileiro de Museus,2026,Cadastro Nacional de Museus,https://www.gov.br/museus/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/cadastro-nacional-de-museus,Define o CNM e a natureza verificada dos registros cadastrados.,6 ago. 2026,Página institucional ou portal,"Instituto Brasileiro de Museus. (2026). *Cadastro Nacional de Museus* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/museus/pt-br/acesso-a-informacao/acoes-e-programas/programas-projetos-acoes-obras-e-atividades/cadastro-nacional-de-museus",,Define o CNM e a natureza verificada dos registros cadastrados.
168,Museus e memória,MuseusBr,2025,Manual de uso e exportação de dados da Plataforma MuseusBr,https://cadastro.museus.gov.br/manual-de-uso-da-plataforma-museusbr/,"Documenta filtros, exportação CSV e painel analítico.",6 ago. 2026,Documento ou publicação institucional,MuseusBr. (2025). *Manual de uso e exportação de dados da Plataforma MuseusBr* [Documento ou publicação institucional]. https://cadastro.museus.gov.br/manual-de-uso-da-plataforma-museusbr,,"Documenta filtros, exportação CSV e painel analítico."
169,Turismo e Cadastur,Ministério do Turismo,2026,Prestadores de serviços turísticos — Meios de Hospedagem,https://dados.turismo.gov.br/pt_BR/dataset/meios-de-hospedagem,Conjunto oficial com atualização trimestral e licença ODbL.,6 ago. 2026,Página institucional ou portal,"Ministério do Turismo. (2026). *Prestadores de serviços turísticos — Meios de Hospedagem* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/pt_BR/dataset/meios-de-hospedagem",cadastur_hospedagem,Conjunto oficial com atualização trimestral e licença ODbL.
170,Turismo e Cadastur,Ministério do Turismo,2026,Conjuntos de dados Cadastur,https://dados.turismo.gov.br/pt_BR/dataset/?tags=Cadastur,Catálogo oficial das categorias de prestadores.,6 ago. 2026,Página institucional ou portal,"Ministério do Turismo. (2026). *Conjuntos de dados Cadastur* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://dados.turismo.gov.br/pt_BR/dataset/?tags=Cadastur",cadastur_agencias_guias,Catálogo oficial das categorias de prestadores.
171,Turismo e Cadastur,Conecta gov.br,2026,Webservice Cadastur API,https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos,"Documenta campos, controle de acesso e natureza do cadastro.",6 ago. 2026,Página institucional ou portal,"Conecta gov.br. (2026). *Webservice Cadastur API* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/conecta/catalogo/apis/cadastur-cadastro-de-prestadores-de-servicos-turisticos",,"Documenta campos, controle de acesso e natureza do cadastro."
172,Uso e cobertura da terra,MapBiomas Brasil,2026,Coleção 10.1 — cobertura e uso da terra,https://doi.org/10.58053/MapBiomas/SJZOLT,"DOI da base de cobertura por bioma, estado e município.",6 ago. 2026,Artigo científico,MapBiomas Brasil. (2026). *Coleção 10.1 — cobertura e uso da terra* [Artigo científico]. https://doi.org/10.58053/MapBiomas/SJZOLT,,"DOI da base de cobertura por bioma, estado e município."
173,Hidrovias e navegação,Agência Nacional de Transportes Aquaviários,2025,Informações Geográficas — Vias Interiores Economicamente Navegadas,https://www.gov.br/antaq/pt-br/central-de-conteudos/informacoes-geograficas,Distribui VEN 2022 em Shapefile e relatório.,6 ago. 2026,Página institucional ou portal,"Agência Nacional de Transportes Aquaviários. (2025). *Informações Geográficas — Vias Interiores Economicamente Navegadas* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/antaq/pt-br/central-de-conteudos/informacoes-geograficas",hidrovia_paraguai_ven_antaq,Distribui VEN 2022 em Shapefile e relatório.
174,Hidrovias e navegação,Agência Nacional de Transportes Aquaviários,2026,Projeto de concessão da Hidrovia do Paraguai,https://www.gov.br/antaq/pt-br/assuntos/projetos-de-concessao/novas-concessoes-hidroviarias/paraguai,Projeto com extensão informada de 600 km entre Corumbá e a foz do rio Apa; não se confunde com a totalidade da VEN 2022.,6 ago. 2026,Página institucional ou portal,"Agência Nacional de Transportes Aquaviários. (2026). *Projeto de concessão da Hidrovia do Paraguai* [Página institucional ou portal]. Recuperado em 6 de agosto de 2026, de https://www.gov.br/antaq/pt-br/assuntos/projetos-de-concessao/novas-concessoes-hidroviarias/paraguai",,Projeto com extensão informada de 600 km entre Corumbá e a foz do rio Apa; não se confunde com a totalidade da VEN 2022.
175,Cartografia cultural e indicadores espaciais,"Ogletree, S. S.; Powell, R. B.; Baldwin, R. F.; Leonard, P. B.",2019,A framework for mapping cultural resources in landscape conservation planning,https://doi.org/10.1111/csp2.41,Precedente de agregação de recursos culturais em malha hexagonal e cálculo de diversidade para planejamento territorial.,6 ago. 2026,Artigo científico,"Ogletree, S. S., Powell, R. B., Baldwin, R. F., & Leonard, P. B. (2019). A framework for mapping cultural resources in landscape conservation planning. *Conservation Science and Practice, 1*(6), e41. https://doi.org/10.1111/csp2.41",polos_estruturantes_itinerarios_culturais_250km2,Precedente de agregação de recursos culturais em malha hexagonal e cálculo de diversidade para planejamento territorial.
176,Metodologia dos indicadores territoriais,International Council on Monuments and Sites,2008,Carta do ICOMOS sobre os Itinerários Culturais,https://openarchive.icomos.org/id/eprint/3141/,Fundamentação conceitual dos itinerários culturais como categoria patrimonial relacional e territorial.,6 ago. 2026,Documento ou publicação institucional,International Council on Monuments and Sites. (2008). *Carta do ICOMOS sobre os itinerários culturais*. https://openarchive.icomos.org/id/eprint/3141/,polos_estruturantes_itinerarios_culturais_250km2,Fundamentação conceitual dos itinerários culturais como categoria patrimonial relacional e territorial.
177,Metodologia dos indicadores territoriais,"Organização de Estados Ibero-americanos para a Educação, a Ciência e a Cultura",2026,Manual de rutas e itinerarios culturales para Iberoamérica e indicadores asociados: avanzando hacia la creación de un modelo de rutas e itinerarios culturales para Iberoamérica,https://oei.int/wp-content/uploads/2026/05/manual-rutas-e-itinerarios-culturales-para-iberoamerica-final-v18-mayo-2025.pdf,Referência metodológica do PRICI para a estruturação de rotas e itinerários culturais.,6 ago. 2026,Documento ou publicação institucional,"Organização de Estados Ibero-americanos para a Educação, a Ciência e a Cultura. (2026). *Manual de rutas e itinerarios culturales para Iberoamérica e indicadores asociados: Avanzando hacia la creación de un modelo de rutas e itinerarios culturales para Iberoamérica*. https://oei.int/wp-content/uploads/2026/05/manual-rutas-e-itinerarios-culturales-para-iberoamerica-final-v18-mayo-2025.pdf",polos_estruturantes_itinerarios_culturais_250km2,Referência metodológica do PRICI para a estruturação de rotas e itinerários culturais.
178,Metodologia dos indicadores territoriais,"United Nations Educational, Scientific and Cultural Organization",2015,Operational guidelines for UNESCO Global Geoparks,https://unesdoc.unesco.org/ark:/48223/pf0000260675_eng,Critérios e procedimentos oficiais; a camada do atlas é apenas uma pré-avaliação cartográfica.,6 ago. 2026,Página institucional ou portal,"United Nations Educational, Scientific and Cultural Organization. (2015). *Operational guidelines for UNESCO Global Geoparks*. https://unesdoc.unesco.org/ark:/48223/pf0000260675_eng",pre_avaliacao_geocientifica_geoparques_250km2,Critérios e procedimentos oficiais; a camada do atlas é apenas uma pré-avaliação cartográfica.
179,Metodologia dos indicadores territoriais,"United Nations Educational, Scientific and Cultural Organization",2026,UNESCO Global Geoparks: What is a UNESCO Global Geopark?,https://www.unesco.org/en/iggp/geoparks/about,"Define área unificada, valor geológico internacional, gestão holística, educação, desenvolvimento sustentável e participação local.",6 ago. 2026,Página institucional ou portal,"United Nations Educational, Scientific and Cultural Organization. (2026). *UNESCO Global Geoparks*. https://www.unesco.org/en/iggp/geoparks/about",pre_avaliacao_geocientifica_geoparques_250km2,"Define área unificada, valor geológico internacional, gestão holística, educação, desenvolvimento sustentável e participação local."
180,Metodologia dos indicadores territoriais,"United Nations Educational, Scientific and Cultural Organization",2026,Submit a UNESCO Global Geopark proposal,https://www.unesco.org/en/iggp/geoparks/proposals,"Requisitos mínimos de candidatura, gestão legal, plano abrangente, partes interessadas e articulação entre patrimônios.",6 ago. 2026,Página institucional ou portal,"United Nations Educational, Scientific and Cultural Organization. (2026). *Submit a UNESCO Global Geopark proposal*. https://www.unesco.org/en/iggp/geoparks/proposals",pre_avaliacao_geocientifica_geoparques_250km2,"Requisitos mínimos de candidatura, gestão legal, plano abrangente, partes interessadas e articulação entre patrimônios."
181,Metodologia dos indicadores territoriais,"Simpson, E. H.",1949,Measurement of diversity,https://doi.org/10.1038/163688a0,Fundamento do componente de equilíbrio entre dimensões.,6 ago. 2026,Artigo científico,"Simpson, E. H. (1949). Measurement of diversity. *Nature, 163*, 688. https://doi.org/10.1038/163688a0",polos_estruturantes_itinerarios_culturais_250km2,Fundamento do componente de equilíbrio entre dimensões.
182,Metodologia dos indicadores territoriais,"Perroux, F.",1955,Note sur la notion de « pôle de croissance »,https://doi.org/10.3406/ecoap.1955.2522,Inspiração interpretativa para a noção de polo; não é fundamento matemático nem prova de crescimento econômico.,6 ago. 2026,Artigo científico,"Perroux, F. (1955). Note sur la notion de « pôle de croissance ». *Économie Appliquée, 8*(1–2), 307–320. https://doi.org/10.3406/ecoap.1955.2522",polos_estruturantes_itinerarios_culturais_250km2,Inspiração interpretativa para a noção de polo; não é fundamento matemático nem prova de crescimento econômico.
